村志代码 Gazetteer Code,村志书名 Gazetteer Title,old_Category,Is the data available?,Start Year,End Year,Data,Category,Division1,Division2,Division3,Division4,Subdivision
0009,仓上村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0009,仓上村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0009,仓上村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0009,仓上村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0009,仓上村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0009,仓上村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0009,仓上村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0009,仓上村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0009,仓上村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0009,仓上村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0009,仓上村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0009,仓上村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0009,仓上村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0010,草场地村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0010,草场地村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0010,草场地村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0010,草场地村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0010,草场地村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0010,草场地村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0010,草场地村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0010,草场地村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0010,草场地村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0010,草场地村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0010,草场地村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0010,草场地村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0010,草场地村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0010,草场地村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0010,草场地村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0010,草场地村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0010,草场地村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0010,草场地村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0010,草场地村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0010,草场地村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0010,草场地村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0010,草场地村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0010,草场地村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0010,草场地村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0012,东候坊村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0012,东候坊村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0012,东候坊村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0012,东候坊村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0012,东候坊村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0012,东候坊村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0012,东候坊村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0012,东候坊村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0012,东候坊村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0012,东候坊村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0012,东候坊村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0012,东候坊村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0012,东侯坊村志,知识青年迁入 Educated Youth - Migration In,Yes,1970,1977,56,迁入 Migration In,,,知识青年 Educated Youth,,
0012,东侯坊村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0012,东候坊村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0012,东候坊村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0012,东候坊村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0012,东候坊村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0012,东候坊村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0012,东候坊村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0012,东候坊村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0012,东候坊村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0012,东候坊村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0012,东候坊村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0011,东莞市常平镇桥梓村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0011,东莞市常平镇桥梓村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0011,东莞市常平镇桥梓村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0011,东莞市常平镇桥梓村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0011,东莞市常平镇桥梓村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0011,东莞市常平镇桥梓村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0011,东莞市常平镇桥梓村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0011,东莞市常平镇桥梓村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0011,东莞市常平镇桥梓村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0011,东莞市常平镇桥梓村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0011,东莞市常平镇桥梓村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0011,东莞市常平镇桥梓村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0011,东莞市常平镇桥梓村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0011,东莞市常平镇桥梓村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0011,东莞市常平镇桥梓村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0011,东莞市常平镇桥梓村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0011,东莞市常平镇桥梓村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0011,东莞市常平镇桥梓村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0011,东莞市常平镇桥梓村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0011,东莞市常平镇桥梓村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0011,东莞市常平镇桥梓村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0011,东莞市常平镇桥梓村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0011,东莞市常平镇桥梓村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0011,东莞市常平镇桥梓村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0013,黄土岗村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0013,黄土岗村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0013,黄土岗村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0013,黄土岗村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0013,黄土岗村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0013,黄土岗村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0013,黄土岗村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0013,黄土岗村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0013,黄土岗村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0013,黄土岗村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0013,黄土岗村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0013,黄土岗村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0013,黄土岗村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0013,黄土岗村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0013,黄土岗村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0013,黄土岗村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0013,黄土岗村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0013,黄土岗村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0013,黄土岗村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0013,黄土岗村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0013,黄土岗村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0013,黄土岗村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0013,黄土岗村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0013,黄土岗村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0015,三合村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0015,三合村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0015,三合村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0015,三合村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
